date,district,rain_mm,api_mm
1961-08-25,Firozpur,0.112,65.586
1961-08-26,Firozpur,0.0,59.027
1961-08-27,Firozpur,8.052,61.176
1961-08-28,Firozpur,0.109,55.168
1961-08-29,Firozpur,0.0,49.651
1961-08-30,Firozpur,0.0,44.686
1961-08-31,Firozpur,0.0,40.217
1961-09-01,Firozpur,0.05,36.245
1961-09-02,Firozpur,3.711,36.332
1961-09-03,Firozpur,0.002,32.701
1961-09-04,Firozpur,1.532,30.963
1961-09-05,Firozpur,12.537,40.403
1961-09-06,Firozpur,0.076,36.439
1961-09-07,Firozpur,0.0,32.795
1961-09-08,Firozpur,3.154,32.67
1961-09-09,Firozpur,26.843,56.245
1961-09-10,Firozpur,8.381,59.002
1961-09-11,Firozpur,0.0,53.102
1961-09-12,Firozpur,0.0,47.792
1961-09-13,Firozpur,0.0,43.013
1961-09-14,Firozpur,0.0,38.711
1961-09-15,Firozpur,0.0,34.84
1961-09-16,Firozpur,0.162,31.518
1961-09-17,Firozpur,0.078,28.445
1961-09-18,Firozpur,0.0,25.6
1961-09-19,Firozpur,0.0,23.04
1961-09-20,Firozpur,0.0,20.736
1961-09-21,Firozpur,0.0,18.662
1961-09-22,Firozpur,0.0,16.796
1961-09-23,Firozpur,0.025,15.142
1961-09-24,Firozpur,0.0,13.628
1961-09-25,Firozpur,0.0,12.265
1961-09-26,Firozpur,0.0,11.038
1961-09-27,Firozpur,0.0,9.935
1961-09-28,Firozpur,0.063,9.004
1961-09-29,Firozpur,0.0,8.103
1961-09-30,Firozpur,0.0,7.293
1961-10-01,Firozpur,0.0,6.564
1961-10-02,Firozpur,0.0,5.907
1961-10-03,Firozpur,0.0,5.317
1961-10-04,Firozpur,0.0,4.785
1961-10-05,Firozpur,0.0,4.306
1961-10-06,Firozpur,0.0,3.876
1961-10-07,Firozpur,0.0,3.488
1961-10-08,Firozpur,0.0,3.139
1961-10-09,Firozpur,0.0,2.825
1961-10-10,Firozpur,0.262,2.805
1962-05-20,Firozpur,0.0,0.078
1962-05-21,Firozpur,0.0,0.07
1962-05-22,Firozpur,0.0,0.063
1962-05-23,Firozpur,0.0,0.057
1962-05-24,Firozpur,0.0,0.051
1962-05-25,Firozpur,0.0,0.046
1962-05-26,Firozpur,0.0,0.041
1962-05-27,Firozpur,0.0,0.037
1962-05-28,Firozpur,0.0,0.033
1962-05-29,Firozpur,0.0,0.03
1962-05-30,Firozpur,0.0,0.027
1962-05-31,Firozpur,1.957,1.982
1962-06-01,Firozpur,0.0,1.783
1962-06-02,Firozpur,0.0,1.605
1962-06-03,Firozpur,0.0,1.445
1962-06-04,Firozpur,0.0,1.3
1962-06-05,Firozpur,0.0,1.17
1962-06-06,Firozpur,0.0,1.053
1962-06-07,Firozpur,0.0,0.948
1962-06-08,Firozpur,0.0,0.853
1962-06-09,Firozpur,0.0,0.768
1962-06-10,Firozpur,0.0,0.691
1962-06-11,Firozpur,0.0,0.622
1962-06-12,Firozpur,8.33,8.89
1962-06-13,Firozpur,0.071,8.072
1962-06-14,Firozpur,0.012,7.277
1962-06-15,Firozpur,0.02,6.57
1962-06-16,Firozpur,0.0,5.913
1962-06-17,Firozpur,0.0,5.321
1962-06-18,Firozpur,0.0,4.789
1962-06-19,Firozpur,0.0,4.31
1962-06-20,Firozpur,0.0,3.879
1962-06-21,Firozpur,0.0,3.491
1962-06-22,Firozpur,0.0,3.142
1962-06-23,Firozpur,7.911,10.739
1962-06-24,Firozpur,0.149,9.814
1962-06-25,Firozpur,0.0,8.833
1962-06-26,Firozpur,4.466,12.416
1962-06-27,Firozpur,4.528,15.702
1962-06-28,Firozpur,0.0,14.132
1962-06-29,Firozpur,0.0,12.719
1962-06-30,Firozpur,0.047,11.494
1962-07-01,Firozpur,0.0,10.345
1962-07-02,Firozpur,0.0,9.31
1962-07-03,Firozpur,0.0,8.379
1962-07-04,Firozpur,0.0,7.541
1962-07-05,Firozpur,0.724,7.512
1962-07-06,Firozpur,1.322,8.083
1962-07-07,Firozpur,9.765,17.04
1962-07-08,Firozpur,0.302,15.638
1962-07-09,Firozpur,0.856,14.93
1962-07-10,Firozpur,0.012,13.449
1962-07-11,Firozpur,0.0,12.104
1962-07-12,Firozpur,0.032,10.925
1962-07-13,Firozpur,12.525,22.358
1962-07-14,Firozpur,1.535,21.657
1962-07-15,Firozpur,0.472,19.963
1962-07-16,Firozpur,0.078,18.045
1962-07-17,Firozpur,21.962,38.203
1962-07-18,Firozpur,43.652,78.034
1962-07-19,Firozpur,11.291,81.522
1962-07-20,Firozpur,11.173,84.543
1962-07-21,Firozpur,0.115,76.203
1962-07-22,Firozpur,17.38,85.963
1962-07-23,Firozpur,5.478,82.845
1962-07-24,Firozpur,0.0,74.561
1962-07-25,Firozpur,0.002,67.107
1962-07-26,Firozpur,0.0,60.396
1962-07-27,Firozpur,0.011,54.367
1962-07-28,Firozpur,0.01,48.941
1962-07-29,Firozpur,0.021,44.068
1962-07-30,Firozpur,4.934,44.595
1962-07-31,Firozpur,1.13,41.265
1962-08-01,Firozpur,0.717,37.855
1962-08-02,Firozpur,2.388,36.458
1962-08-03,Firozpur,0.0,32.812
1962-08-04,Firozpur,0.832,30.363
1962-08-05,Firozpur,0.125,27.452
1962-08-06,Firozpur,0.0,24.707
1962-08-07,Firozpur,0.027,22.263
1962-08-08,Firozpur,0.193,20.23
1962-08-09,Firozpur,0.11,18.317
1962-08-10,Firozpur,6.986,23.472
1962-08-11,Firozpur,0.068,21.193
1962-08-12,Firozpur,0.338,19.411
1962-08-13,Firozpur,10.613,28.084
1962-08-14,Firozpur,0.184,25.459
1962-08-15,Firozpur,12.843,35.756
1962-08-16,Firozpur,7.457,39.637
1962-08-17,Firozpur,0.376,36.049
1962-08-18,Firozpur,17.718,50.162
1962-08-19,Firozpur,6.866,52.012
1962-08-20,Firozpur,0.106,46.916
1962-08-21,Firozpur,1.173,43.398
1962-08-22,Firozpur,0.0,39.058
1962-08-23,Firozpur,0.0,35.152
1962-08-24,Firozpur,0.0,31.637
1962-08-25,Firozpur,10.448,38.922
1962-08-26,Firozpur,0.128,35.157
1962-08-27,Firozpur,0.795,32.437
1962-08-28,Firozpur,6.082,35.275
1962-08-29,Firozpur,2.986,34.734
1962-08-30,Firozpur,2.655,33.916
1962-08-31,Firozpur,1.005,31.529
1962-09-01,Firozpur,0.0,28.376
1962-09-02,Firozpur,0.0,25.539
1962-09-03,Firozpur,0.196,23.18
1962-09-04,Firozpur,0.0,20.862
1962-09-05,Firozpur,0.145,18.921
1962-09-06,Firozpur,0.962,17.991
1962-09-07,Firozpur,0.0,16.192
1962-09-08,Firozpur,13.315,27.888
1962-09-09,Firozpur,6.061,31.16
1962-09-10,Firozpur,3.258,31.302
1962-09-11,Firozpur,23.937,52.109
1962-09-12,Firozpur,6.438,53.336
1962-09-13,Firozpur,3.465,51.468
1962-09-14,Firozpur,2.027,48.348
1962-09-15,Firozpur,0.0,43.513
1962-09-16,Firozpur,0.0,39.162
1962-09-17,Firozpur,4.809,40.054
1962-09-18,Firozpur,0.465,36.514
1962-09-19,Firozpur,4.135,36.998
1962-09-20,Firozpur,8.67,41.968
1962-09-21,Firozpur,19.081,56.852
1962-09-22,Firozpur,12.105,63.272
1962-09-23,Firozpur,0.0,56.945
1962-09-24,Firozpur,0.0,51.251
1962-09-25,Firozpur,0.0,46.125
1962-09-26,Firozpur,1.55,43.063
1962-09-27,Firozpur,0.431,39.188
1962-09-28,Firozpur,0.0,35.269
1962-09-29,Firozpur,0.0,31.742
1962-09-30,Firozpur,0.0,28.568
1962-10-01,Firozpur,0.0,25.711
1962-10-02,Firozpur,0.0,23.14
1962-10-03,Firozpur,0.229,21.055
1962-10-04,Firozpur,0.0,18.95
1962-10-05,Firozpur,0.0,17.055
1962-10-06,Firozpur,0.0,15.349
1962-10-07,Firozpur,0.0,13.814
1962-10-08,Firozpur,0.0,12.433
1962-10-09,Firozpur,0.0,11.19
1962-10-10,Firozpur,0.0,10.071
1963-05-20,Firozpur,0.0,10.061
1963-05-21,Firozpur,0.0,9.054
1963-05-22,Firozpur,0.0,8.149
1963-05-23,Firozpur,0.0,7.334
1963-05-24,Firozpur,0.0,6.601
1963-05-25,Firozpur,0.0,5.941
1963-05-26,Firozpur,0.0,5.347
1963-05-27,Firozpur,0.0,4.812
1963-05-28,Firozpur,0.0,4.331
1963-05-29,Firozpur,0.0,3.898
1963-05-30,Firozpur,0.0,3.508
1963-05-31,Firozpur,0.0,3.157
1963-06-01,Firozpur,0.0,2.841
1963-06-02,Firozpur,0.0,2.557
1963-06-03,Firozpur,0.0,2.302
1963-06-04,Firozpur,0.178,2.249
1963-06-05,Firozpur,0.0,2.024
1963-06-06,Firozpur,0.497,2.319
1963-06-07,Firozpur,2.413,4.5
1963-06-08,Firozpur,0.0,4.05
1963-06-09,Firozpur,0.0,3.645
1963-06-10,Firozpur,0.0,3.28
1963-06-11,Firozpur,0.0,2.952
1963-06-12,Firozpur,0.0,2.657
1963-06-13,Firozpur,0.0,2.391
1963-06-14,Firozpur,0.0,2.152
1963-06-15,Firozpur,0.0,1.937
1963-06-16,Firozpur,4.267,6.011
1963-06-17,Firozpur,0.088,5.498
1963-06-18,Firozpur,0.0,4.948
1963-06-19,Firozpur,0.0,4.454
1963-06-20,Firozpur,0.0,4.008
1963-06-21,Firozpur,0.0,3.607
1963-06-22,Firozpur,0.0,3.247
1963-06-23,Firozpur,0.047,2.969
1963-06-24,Firozpur,0.322,2.995
1963-06-25,Firozpur,0.223,2.918
1963-06-26,Firozpur,0.012,2.638
1963-06-27,Firozpur,0.0,2.374
1963-06-28,Firozpur,0.019,2.156
1963-06-29,Firozpur,0.201,2.141
1963-06-30,Firozpur,0.401,2.328
1963-07-01,Firozpur,0.012,2.107
1963-07-02,Firozpur,0.415,2.312
1963-07-03,Firozpur,0.175,2.256
1963-07-04,Firozpur,0.0,2.03
1963-07-05,Firozpur,0.0,1.827
1963-07-06,Firozpur,0.0,1.645
1963-07-07,Firozpur,0.014,1.494
1963-07-08,Firozpur,2.245,3.59
1963-07-09,Firozpur,0.0,3.231
1963-07-10,Firozpur,0.034,2.942
1963-07-11,Firozpur,0.0,2.648
1963-07-12,Firozpur,0.0,2.383
1963-07-13,Firozpur,9.727,11.872
1963-07-14,Firozpur,7.927,18.612
1963-07-15,Firozpur,0.924,17.675
1963-07-16,Firozpur,0.124,16.032
1963-07-17,Firozpur,0.325,14.753
1963-07-18,Firozpur,0.003,13.28
1963-07-19,Firozpur,0.472,12.424
1963-07-20,Firozpur,0.0,11.182
1963-07-21,Firozpur,0.0,10.064
1963-07-22,Firozpur,37.038,46.095
1963-07-23,Firozpur,0.152,41.638
1963-07-24,Firozpur,0.0,37.474
1963-07-25,Firozpur,0.0,33.727
1963-07-26,Firozpur,0.0,30.354
1963-07-27,Firozpur,0.0,27.319
1963-07-28,Firozpur,0.0,24.587
1963-07-29,Firozpur,0.167,22.295
1963-07-30,Firozpur,1.631,21.697
1963-07-31,Firozpur,12.738,32.265
1963-08-01,Firozpur,4.286,33.324
1963-08-02,Firozpur,0.199,30.191
1963-08-03,Firozpur,0.035,27.207
1963-08-04,Firozpur,0.0,24.486
1963-08-05,Firozpur,0.0,22.037
1963-08-06,Firozpur,0.0,19.834
1963-08-07,Firozpur,0.136,17.986
1963-08-08,Firozpur,0.214,16.402
1963-08-09,Firozpur,0.422,15.183
1963-08-10,Firozpur,0.353,14.018
1963-08-11,Firozpur,0.0,12.617
1963-08-12,Firozpur,19.691,31.045
1963-08-13,Firozpur,2.899,30.84
1963-08-14,Firozpur,5.102,32.857
1963-08-15,Firozpur,16.947,46.519
1963-08-16,Firozpur,10.758,52.625
1963-08-17,Firozpur,0.012,47.375
1963-08-18,Firozpur,0.0,42.637
1963-08-19,Firozpur,0.873,39.247
1963-08-20,Firozpur,23.308,58.63
1963-08-21,Firozpur,11.167,63.934
1963-08-22,Firozpur,4.409,61.949
1963-08-23,Firozpur,0.0,55.755
1963-08-24,Firozpur,0.936,51.115
1963-08-25,Firozpur,0.08,46.084
1963-08-26,Firozpur,0.052,41.527
1963-08-27,Firozpur,0.717,38.091
1963-08-28,Firozpur,0.0,34.282
1963-08-29,Firozpur,0.0,30.854
1963-08-30,Firozpur,20.969,48.737
1963-08-31,Firozpur,7.73,51.594
1963-09-01,Firozpur,3.543,49.978
1963-09-02,Firozpur,13.202,58.182
1963-09-03,Firozpur,1.23,53.593
1963-09-04,Firozpur,0.262,48.496
1963-09-05,Firozpur,2.74,46.386
1963-09-06,Firozpur,0.0,41.747
1963-09-07,Firozpur,0.0,37.573
1963-09-08,Firozpur,0.0,33.815
1963-09-09,Firozpur,0.0,30.434
1963-09-10,Firozpur,0.276,27.667
1963-09-11,Firozpur,0.0,24.9
1963-09-12,Firozpur,0.0,22.41
1963-09-13,Firozpur,0.0,20.169
1963-09-14,Firozpur,0.0,18.152
1963-09-15,Firozpur,0.0,16.337
1963-09-16,Firozpur,0.0,14.703
1963-09-17,Firozpur,0.0,13.233
1963-09-18,Firozpur,0.0,11.91
1963-09-19,Firozpur,0.0,10.719
1963-09-20,Firozpur,0.0,9.647
1963-09-21,Firozpur,0.0,8.682
1963-09-22,Firozpur,0.0,7.814
1963-09-23,Firozpur,0.0,7.033
1963-09-24,Firozpur,0.0,6.329
1963-09-25,Firozpur,0.0,5.696
1963-09-26,Firozpur,0.0,5.127
1963-09-27,Firozpur,0.0,4.614
1963-09-28,Firozpur,0.837,4.989
1963-09-29,Firozpur,0.0,4.491
1963-09-30,Firozpur,0.0,4.041
1963-10-01,Firozpur,0.0,3.637
1963-10-02,Firozpur,0.0,3.274
1963-10-03,Firozpur,0.0,2.946
1963-10-04,Firozpur,0.0,2.652
1963-10-05,Firozpur,0.0,2.386
1963-10-06,Firozpur,0.0,2.148
1963-10-07,Firozpur,0.0,1.933
1963-10-08,Firozpur,0.0,1.74
1963-10-09,Firozpur,0.0,1.566
1963-10-10,Firozpur,0.0,1.409
1964-05-20,Firozpur,0.009,2.805
1964-05-21,Firozpur,1.07,3.595
1964-05-22,Firozpur,0.94,4.175
1964-05-23,Firozpur,0.784,4.542
1964-05-24,Firozpur,0.0,4.087
1964-05-25,Firozpur,0.0,3.679
1964-05-26,Firozpur,0.0,3.311
1964-05-27,Firozpur,0.0,2.98
1964-05-28,Firozpur,0.0,2.682
1964-05-29,Firozpur,0.0,2.414
1964-05-30,Firozpur,0.0,2.172
1964-05-31,Firozpur,0.0,1.955
1964-06-01,Firozpur,0.012,1.772
1964-06-02,Firozpur,0.174,1.768
1964-06-03,Firozpur,0.0,1.592
1964-06-04,Firozpur,0.0,1.432
1964-06-05,Firozpur,0.0,1.289
1964-06-06,Firozpur,0.0,1.16
1964-06-07,Firozpur,0.101,1.145
1964-06-08,Firozpur,0.0,1.031
1964-06-09,Firozpur,0.0,0.928
1964-06-10,Firozpur,0.0,0.835
1964-06-11,Firozpur,0.0,0.751
1964-06-12,Firozpur,0.0,0.676
1964-06-13,Firozpur,0.0,0.609
1964-06-14,Firozpur,2.568,3.115
1964-06-15,Firozpur,0.199,3.003
1964-06-16,Firozpur,0.049,2.751
1964-06-17,Firozpur,0.0,2.476
1964-06-18,Firozpur,0.127,2.355
1964-06-19,Firozpur,0.0,2.12
1964-06-20,Firozpur,0.0,1.908
1964-06-21,Firozpur,0.0,1.717
1964-06-22,Firozpur,0.0,1.545
1964-06-23,Firozpur,0.0,1.391
1964-06-24,Firozpur,0.0,1.252
1964-06-25,Firozpur,0.43,1.556
1964-06-26,Firozpur,0.0,1.401
1964-06-27,Firozpur,0.0,1.261
1964-06-28,Firozpur,0.0,1.135
1964-06-29,Firozpur,0.0,1.021
1964-06-30,Firozpur,0.0,0.919
1964-07-01,Firozpur,0.0,0.827
1964-07-02,Firozpur,0.0,0.744
1964-07-03,Firozpur,0.0,0.67
1964-07-04,Firozpur,0.699,1.302
1964-07-05,Firozpur,25.677,26.848
1964-07-06,Firozpur,0.386,24.549
1964-07-07,Firozpur,3.61,25.704
1964-07-08,Firozpur,0.15,23.283
1964-07-09,Firozpur,0.0,20.955
1964-07-10,Firozpur,0.0,18.86
1964-07-11,Firozpur,23.577,40.55
1964-07-12,Firozpur,3.146,39.641
1964-07-13,Firozpur,12.26,47.937
1964-07-14,Firozpur,33.657,76.8
1964-07-15,Firozpur,5.834,74.954
1964-07-16,Firozpur,42.855,110.313
1964-07-17,Firozpur,11.13,110.412
1964-07-18,Firozpur,0.0,99.371
1964-07-19,Firozpur,0.0,89.434
1964-07-20,Firozpur,0.0,80.49
1964-07-21,Firozpur,0.0,72.441
1964-07-22,Firozpur,0.0,65.197
1964-07-23,Firozpur,0.0,58.677
1964-07-24,Firozpur,0.0,52.81
1964-07-25,Firozpur,0.647,48.176
1964-07-26,Firozpur,13.295,56.653
1964-07-27,Firozpur,4.311,55.299
1964-07-28,Firozpur,9.444,59.213
1964-07-29,Firozpur,13.99,67.281
1964-07-30,Firozpur,0.01,60.563
1964-07-31,Firozpur,0.16,54.666
1964-08-01,Firozpur,0.0,49.2
1964-08-02,Firozpur,0.0,44.28
1964-08-03,Firozpur,0.0,39.852
1964-08-04,Firozpur,0.0,35.867
1964-08-05,Firozpur,0.0,32.28
1964-08-06,Firozpur,0.0,29.052
1964-08-07,Firozpur,0.0,26.147
1964-08-08,Firozpur,0.076,23.608
1964-08-09,Firozpur,0.131,21.378
1964-08-10,Firozpur,5.437,24.677
1964-08-11,Firozpur,1.422,23.631
1964-08-12,Firozpur,0.24,21.508
1964-08-13,Firozpur,0.071,19.428
1964-08-14,Firozpur,2.227,19.713
1964-08-15,Firozpur,0.765,18.506
1964-08-16,Firozpur,2.494,19.15
1964-08-17,Firozpur,12.753,29.988
1964-08-18,Firozpur,104.662,131.651
1964-08-19,Firozpur,12.261,130.747
1964-08-20,Firozpur,3.116,120.788
1964-08-21,Firozpur,5.233,113.942
1964-08-22,Firozpur,8.323,110.871
1964-08-23,Firozpur,0.348,100.132
1964-08-24,Firozpur,0.069,90.188
1964-08-25,Firozpur,0.013,81.182
1964-08-26,Firozpur,0.0,73.064
1964-08-27,Firozpur,6.127,71.884
1964-08-28,Firozpur,0.106,64.802
1964-08-29,Firozpur,0.03,58.351
1964-08-30,Firozpur,0.0,52.516
1964-08-31,Firozpur,1.704,48.969
1964-09-01,Firozpur,2.088,46.16
1964-09-02,Firozpur,22.86,64.404
1964-09-03,Firozpur,0.553,58.517
1964-09-04,Firozpur,0.0,52.665
1964-09-05,Firozpur,0.0,47.399
1964-09-06,Firozpur,0.0,42.659
1964-09-07,Firozpur,0.0,38.393
1964-09-08,Firozpur,0.0,34.554
1964-09-09,Firozpur,0.0,31.098
1964-09-10,Firozpur,0.0,27.989
1964-09-11,Firozpur,0.0,25.19
1964-09-12,Firozpur,0.0,22.671
1964-09-13,Firozpur,0.0,20.404
1964-09-14,Firozpur,0.0,18.363
1964-09-15,Firozpur,0.0,16.527
1964-09-16,Firozpur,0.0,14.874
1964-09-17,Firozpur,0.066,13.452
1964-09-18,Firozpur,0.0,12.107
1964-09-19,Firozpur,0.0,10.896
1964-09-20,Firozpur,6.4,16.207
1964-09-21,Firozpur,1.174,15.76
1964-09-22,Firozpur,0.0,14.184
1964-09-23,Firozpur,0.0,12.766
1964-09-24,Firozpur,0.0,11.489
1964-09-25,Firozpur,0.052,10.392
1964-09-26,Firozpur,0.041,9.394
1964-09-27,Firozpur,0.0,8.454
1964-09-28,Firozpur,0.0,7.609
1964-09-29,Firozpur,0.0,6.848
1964-09-30,Firozpur,0.0,6.163
1964-10-01,Firozpur,0.0,5.547
1964-10-02,Firozpur,0.0,4.992
1964-10-03,Firozpur,0.0,4.493
1964-10-04,Firozpur,0.0,4.044
1964-10-05,Firozpur,0.0,3.639
1964-10-06,Firozpur,0.0,3.275
1964-10-07,Firozpur,0.0,2.948
1964-10-08,Firozpur,0.0,2.653
1964-10-09,Firozpur,0.0,2.388
1964-10-10,Firozpur,0.0,2.149
1965-05-20,Firozpur,0.052,0.775
1965-05-21,Firozpur,0.946,1.644
1965-05-22,Firozpur,8.528,10.007
1965-05-23,Firozpur,1.301,10.307
1965-05-24,Firozpur,0.0,9.276
1965-05-25,Firozpur,0.0,8.349
1965-05-26,Firozpur,0.0,7.514
1965-05-27,Firozpur,0.0,6.762
1965-05-28,Firozpur,0.0,6.086
1965-05-29,Firozpur,0.0,5.477
1965-05-30,Firozpur,0.0,4.93
1965-05-31,Firozpur,0.0,4.437
1965-06-01,Firozpur,0.0,3.993
1965-06-02,Firozpur,0.0,3.594
1965-06-03,Firozpur,0.0,3.234
1965-06-04,Firozpur,0.184,3.095
1965-06-05,Firozpur,1.749,4.534
1965-06-06,Firozpur,0.621,4.702
1965-06-07,Firozpur,0.0,4.232
1965-06-08,Firozpur,0.0,3.809
1965-06-09,Firozpur,0.0,3.428
1965-06-10,Firozpur,0.0,3.085
1965-06-11,Firozpur,0.0,2.777
1965-06-12,Firozpur,0.0,2.499
1965-06-13,Firozpur,0.0,2.249
1965-06-14,Firozpur,0.0,2.024
1965-06-15,Firozpur,0.0,1.822
1965-06-16,Firozpur,0.0,1.64
1965-06-17,Firozpur,0.0,1.476
1965-06-18,Firozpur,0.0,1.328
1965-06-19,Firozpur,0.0,1.195
1965-06-20,Firozpur,0.0,1.076
1965-06-21,Firozpur,0.0,0.968
1965-06-22,Firozpur,0.0,0.871
1965-06-23,Firozpur,0.0,0.784
1965-06-24,Firozpur,0.0,0.706
1965-06-25,Firozpur,0.0,0.635
1965-06-26,Firozpur,0.0,0.572
1965-06-27,Firozpur,0.0,0.515
1965-06-28,Firozpur,0.0,0.463
1965-06-29,Firozpur,0.0,0.417
1965-06-30,Firozpur,0.0,0.375
1965-07-01,Firozpur,0.046,0.384
1965-07-02,Firozpur,0.0,0.345
1965-07-03,Firozpur,0.017,0.328
1965-07-04,Firozpur,0.146,0.441
1965-07-05,Firozpur,1.95,2.347
1965-07-06,Firozpur,0.0,2.112
1965-07-07,Firozpur,0.0,1.901
1965-07-08,Firozpur,0.0,1.711
1965-07-09,Firozpur,9.195,10.734
1965-07-10,Firozpur,33.39,43.05
1965-07-11,Firozpur,0.0,38.745
1965-07-12,Firozpur,0.0,34.871
1965-07-13,Firozpur,0.0,31.384
1965-07-14,Firozpur,0.0,28.245
1965-07-15,Firozpur,0.0,25.421
1965-07-16,Firozpur,7.342,30.221
1965-07-17,Firozpur,33.251,60.45
1965-07-18,Firozpur,0.325,54.73
1965-07-19,Firozpur,3.913,53.17
1965-07-20,Firozpur,1.938,49.791
1965-07-21,Firozpur,3.442,48.254
1965-07-22,Firozpur,0.083,43.512
1965-07-23,Firozpur,0.685,39.846
1965-07-24,Firozpur,3.789,39.65
1965-07-25,Firozpur,0.0,35.685
1965-07-26,Firozpur,9.33,41.446
1965-07-27,Firozpur,1.343,38.644
1965-07-28,Firozpur,9.162,43.941
1965-07-29,Firozpur,9.005,48.553
1965-07-30,Firozpur,2.313,46.01
1965-07-31,Firozpur,18.266,59.675
1965-08-01,Firozpur,5.096,58.803
1965-08-02,Firozpur,0.394,53.317
1965-08-03,Firozpur,0.0,47.985
1965-08-04,Firozpur,0.338,43.525
1965-08-05,Firozpur,0.99,40.163
1965-08-06,Firozpur,0.0,36.146
1965-08-07,Firozpur,4.443,36.974
1965-08-08,Firozpur,0.024,33.301
1965-08-09,Firozpur,1.503,31.474
1965-08-10,Firozpur,10.797,39.124
1965-08-11,Firozpur,1.193,36.404
1965-08-12,Firozpur,0.0,32.764
1965-08-13,Firozpur,0.0,29.487
1965-08-14,Firozpur,0.0,26.539
1965-08-15,Firozpur,0.0,23.885
1965-08-16,Firozpur,1.865,23.362
1965-08-17,Firozpur,0.076,21.102
1965-08-18,Firozpur,0.287,19.278
1965-08-19,Firozpur,0.0,17.35
1965-08-20,Firozpur,0.0,15.615
1965-08-21,Firozpur,1.558,15.612
1965-08-22,Firozpur,1.561,15.612
1965-08-23,Firozpur,0.0,14.051
1965-08-24,Firozpur,0.015,12.661
1965-08-25,Firozpur,1.27,12.665
1965-08-26,Firozpur,1.131,12.529
1965-08-27,Firozpur,1.423,12.7
1965-08-28,Firozpur,0.235,11.665
1965-08-29,Firozpur,12.517,23.015
1965-08-30,Firozpur,7.945,28.659
1965-08-31,Firozpur,0.0,25.793
1965-09-01,Firozpur,0.0,23.214
1965-09-02,Firozpur,0.0,20.892
1965-09-03,Firozpur,2.007,20.811
1965-09-04,Firozpur,0.0,18.73
1965-09-05,Firozpur,0.0,16.857
1965-09-06,Firozpur,0.0,15.171
1965-09-07,Firozpur,0.0,13.654
1965-09-08,Firozpur,0.0,12.288
1965-09-09,Firozpur,0.0,11.06
1965-09-10,Firozpur,0.0,9.954
1965-09-11,Firozpur,0.0,8.958
1965-09-12,Firozpur,0.49,8.553
1965-09-13,Firozpur,0.0,7.697
1965-09-14,Firozpur,0.0,6.928
1965-09-15,Firozpur,0.0,6.235
1965-09-16,Firozpur,0.0,5.611
1965-09-17,Firozpur,0.0,5.05
1965-09-18,Firozpur,0.0,4.545
1965-09-19,Firozpur,0.0,4.091
1965-09-20,Firozpur,0.0,3.682
1965-09-21,Firozpur,0.0,3.313
1965-09-22,Firozpur,0.247,3.229
1965-09-23,Firozpur,0.0,2.906
1965-09-24,Firozpur,0.02,2.636
1965-09-25,Firozpur,0.0,2.372
1965-09-26,Firozpur,0.0,2.135
1965-09-27,Firozpur,0.0,1.921
1965-09-28,Firozpur,0.0,1.729
1965-09-29,Firozpur,0.0,1.556
1965-09-30,Firozpur,0.0,1.401
1965-10-01,Firozpur,0.0,1.261
1965-10-02,Firozpur,0.0,1.135
1965-10-03,Firozpur,0.0,1.021
1965-10-04,Firozpur,0.0,0.919
1965-10-05,Firozpur,0.0,0.827
1965-10-06,Firozpur,0.0,0.744
1965-10-07,Firozpur,0.0,0.67
1965-10-08,Firozpur,0.0,0.603
1965-10-09,Firozpur,0.0,0.543
1965-10-10,Firozpur,0.0,0.488
1966-05-20,Firozpur,0.0,16.039
1966-05-21,Firozpur,0.0,14.435
1966-05-22,Firozpur,0.0,12.992
1966-05-23,Firozpur,0.0,11.693
1966-05-24,Firozpur,0.0,10.523
1966-05-25,Firozpur,0.0,9.471
1966-05-26,Firozpur,0.0,8.524
1966-05-27,Firozpur,0.0,7.671
1966-05-28,Firozpur,0.0,6.904
1966-05-29,Firozpur,0.0,6.214
1966-05-30,Firozpur,1.482,7.075
1966-05-31,Firozpur,0.0,6.367
1966-06-01,Firozpur,0.0,5.73
1966-06-02,Firozpur,0.0,5.157
1966-06-03,Firozpur,0.0,4.642
1966-06-04,Firozpur,0.0,4.177
1966-06-05,Firozpur,0.0,3.76
1966-06-06,Firozpur,0.0,3.384
1966-06-07,Firozpur,0.0,3.045
1966-06-08,Firozpur,0.0,2.741
1966-06-09,Firozpur,0.0,2.467
1966-06-10,Firozpur,0.0,2.22
1966-06-11,Firozpur,0.0,1.998
1966-06-12,Firozpur,0.0,1.798
1966-06-13,Firozpur,0.04,1.658
1966-06-14,Firozpur,0.001,1.493
1966-06-15,Firozpur,0.012,1.356
1966-06-16,Firozpur,0.009,1.23
1966-06-17,Firozpur,0.002,1.109
1966-06-18,Firozpur,0.21,1.208
1966-06-19,Firozpur,10.868,11.955
1966-06-20,Firozpur,25.654,36.413
1966-06-21,Firozpur,7.209,39.98
1966-06-22,Firozpur,13.808,49.791
1966-06-23,Firozpur,1.129,45.941
1966-06-24,Firozpur,0.193,41.54
1966-06-25,Firozpur,0.735,38.121
1966-06-26,Firozpur,0.179,34.488
1966-06-27,Firozpur,0.004,31.043
1966-06-28,Firozpur,0.013,27.952
1966-06-29,Firozpur,0.011,25.167
1966-06-30,Firozpur,0.0,22.65
